ID,NAME,DATE,OPENING,HIGHEST,LOWEST,CLOSING,PRICE_CHANGE,PERCENTAGE_CHANGE,TRADING_VOLUME,TRANSACTION_AMOUNT
000001,????,1991-01-28,131.4600,131.5500,131.4600,131.4600,-0.5900,-0.4468,"510,700","2,565,000"
000001,????,1991-01-29,130.9500,130.9700,130.9500,130.9500,-0.5100,-0.3880,"138,700","710,000"
000001,????,1991-01-30,130.4400,130.9500,130.4100,130.4400,-0.5100,-0.3895,"52,700","260,000"
000001,????,1991-01-31,129.9300,130.4600,129.9300,129.9700,-0.4700,-0.3603,"51,000","244,000"
000001,????,1991-02-01,129.5000,129.9700,129.4500,129.5100,-0.4600,-0.3539,"34,500","140,000"
000001,????,1991-02-04,129.0500,129.5800,129.0500,129.0500,-0.4600,-0.3552,"55,300","273,000"
000001,????,1991-02-05,128.5600,128.5800,128.5300,128.5800,-0.4700,-0.3642,"856,200","4,250,000"
000001,????,1991-02-06,129.1300,129.1500,128.0600,129.1400,0.5600,0.4355,"664,100","3,847,000"
000001,????,1991-02-07,129.7400,129.7900,129.1400,129.7900,0.6500,0.5033,"213,300","1,504,000"
000001,????,1991-02-08,130.3600,130.3900,129.7900,130.3800,0.5900,0.4546,"123,400","879,000"
000001,????,1991-02-11,130.9200,130.9700,130.3900,130.9700,0.5900,0.4525,"931,700","4,834,000"
000001,????,1991-02-12,131.5400,131.5600,130.9700,131.3500,0.3800,0.2901,"377,400","1,986,000"
000001,????,1991-02-13,131.9300,131.9300,131.3500,131.9200,0.5700,0.4340,"115,200","673,000"
000001,????,1991-02-14,132.5300,132.5300,132.3000,132.5300,0.6100,0.4624,"362,400","1,883,000"
000001,????,1991-02-19,133.1200,133.1400,133.0800,133.1300,0.6000,0.4527,"174,800","1,216,000"
000001,????,1991-02-20,133.6300,133.6700,133.1300,133.6700,0.5400,0.4056,"87,600","520,000"
000001,????,1991-02-21,134.2400,134.2800,133.6700,134.2800,0.6100,0.4563,"322,000","1,771,000"
000001,????,1991-02-22,134.8500,134.8700,134.2800,134.8700,0.5900,0.4394,"342,700","2,003,000"
000001,????,1991-02-25,134.3700,134.8700,134.3300,134.4000,-0.4700,-0.3485,"81,000","621,000"
000001,????,1991-02-26,133.9000,134.4400,133.9000,133.9300,-0.4700,-0.3497,"109,400","2,545,000"
000001,????,1991-02-27,133.4400,133.9800,133.4400,133.4700,-0.4600,-0.3435,"21,400","141,000"
000001,????,1991-02-28,132.9900,133.5200,132.9800,133.0100,-0.4600,-0.3446,"225,800","1,187,000"
000001,????,1991-03-01,132.5300,132.5300,132.4700,132.5300,-0.4800,-0.3609,"712,400","3,777,000"
000001,????,1991-03-04,132.0900,132.0900,131.9800,131.9900,-0.5400,-0.4075,"251,800","1,418,000"
000001,????,1991-03-05,131.4200,131.9900,131.4100,131.4600,-0.5300,-0.4015,"98,200","934,000"
000001,????,1991-03-06,130.8900,130.9500,130.8900,130.9400,-0.5200,-0.3956,"71,900","1,345,000"
000001,????,1991-03-07,130.4100,130.9400,130.4100,130.4100,-0.5300,-0.4048,"56,800","427,000"
000001,????,1991-03-08,129.8400,130.4100,129.8400,129.8900,-0.5200,-0.3987,"93,300","541,000"
000001,????,1991-03-11,129.3000,129.8900,129.3000,129.3100,-0.5800,-0.4465,"51,400","299,000"
000001,????,1991-03-12,128.7300,129.3100,128.7300,128.7700,-0.5400,-0.4176,"95,700","783,000"
000001,????,1991-03-13,126.1300,128.7700,126.1300,126.1500,-2.6200,-2.0346,"49,800","418,000"
000001,????,1991-03-14,125.6100,126.1500,125.6100,125.6300,-0.5200,-0.4122,"32,600","242,000"
000001,????,1991-03-15,125.0800,125.6200,125.0800,125.1700,-0.4600,-0.3662,"79,000","403,000"
000001,????,1991-03-18,124.7000,125.1700,124.6900,124.7100,-0.4600,-0.3675,"125,000","1,210,000"
000001,????,1991-03-19,124.2300,124.7100,124.2200,124.2200,-0.4900,-0.3929,"89,200","682,000"
000001,????,1991-03-20,123.6600,124.2100,123.6300,123.6600,-0.5600,-0.4508,"67,800","433,000"
000001,????,1991-03-21,123.1400,123.6600,123.1200,123.1200,-0.5400,-0.4367,"15,100","131,000"
000001,????,1991-03-22,122.6200,123.1200,122.6200,122.6200,-0.5000,-0.4061,"20,700","120,000"
000001,????,1991-03-25,122.1200,122.6200,122.1000,122.1200,-0.5000,-0.4078,"44,300","324,000"
000001,????,1991-03-26,121.6200,122.1400,121.6200,121.6200,-0.5000,-0.4094,"116,400","709,000"
000001,????,1991-03-27,121.1200,121.6400,121.1200,121.1200,-0.5000,-0.4111,"66,800","366,000"
000001,????,1991-03-28,120.6500,121.1500,120.6100,120.6100,-0.5100,-0.4211,"96,100","505,000"
000001,????,1991-03-29,120.1600,120.6100,120.1100,120.1900,-0.4200,-0.3482,"218,500","2,186,000"
000001,????,1991-04-01,120.6900,120.7300,119.6800,120.7300,0.5400,0.4493,"1,199,900","5,666,000"
000001,????,1991-04-02,121.2100,121.2900,120.7300,121.2100,0.4800,0.3976,"81,600","387,000"
000001,????,1991-04-03,121.7100,121.7100,121.2100,121.7100,0.5000,0.4125,"206,300","977,000"
000001,????,1991-04-04,122.2000,122.2000,121.2400,121.7200,0.0100,0.0082,"1,051,700","5,045,000"
000001,????,1991-04-05,121.0700,121.7300,121.0300,121.5400,-0.1800,-0.1479,"1,158,900","6,035,000"
000001,????,1991-04-08,121.1100,121.1100,121.0500,121.0900,-0.4500,-0.3702,"186,200","1,675,000"
000001,????,1991-04-09,120.6000,121.1000,120.6000,120.6200,-0.4700,-0.3881,"32,000","297,000"
000001,????,1991-04-10,120.1500,120.6200,120.0900,120.1600,-0.4600,-0.3814,"46,600","281,000"
000001,????,1991-04-11,119.6400,120.1600,119.6200,119.6400,-0.5200,-0.4328,"23,900","576,000"
000001,????,1991-04-12,119.2000,119.6500,119.1500,119.2100,-0.4300,-0.3594,"39,900","301,000"
000001,????,1991-04-15,118.7300,119.2200,118.7200,118.7700,-0.4400,-0.3691,"30,100","386,000"
000001,????,1991-04-16,118.3600,118.7700,118.3400,118.3400,-0.4300,-0.3620,"10,500","177,000"
000001,????,1991-04-17,117.9200,118.3400,117.8900,117.9000,-0.4400,-0.3718,"20,100","259,000"
000001,????,1991-04-18,117.4500,117.9300,117.4500,117.4500,-0.4500,-0.3817,"17,800","133,000"
000001,????,1991-04-19,117.0800,117.5000,117.0500,117.0800,-0.3700,-0.3150,"64,600","424,000"
000001,????,1991-04-22,116.6300,117.0800,116.5800,116.6300,-0.4500,-0.3844,"43,000","321,000"
000001,????,1991-04-23,116.2100,116.6300,116.1500,116.1900,-0.4400,-0.3773,"28,200","264,000"
000001,????,1991-04-24,115.7000,116.1900,115.7000,115.7900,-0.4000,-0.3443,"14,800","121,000"
000001,????,1991-04-25,115.3800,115.7900,115.3300,115.3600,-0.4300,-0.3714,"149,500","998,000"
000001,????,1991-04-26,116.3100,116.3100,114.5200,115.5600,0.2000,0.1734,"1,335,400","5,806,000"
000001,????,1991-04-29,114.8600,116.2900,114.7500,114.7500,-0.8100,-0.7009,"841,100","3,610,000"
000001,????,1991-04-30,113.8900,114.8700,113.8900,113.9400,-0.8100,-0.7059,"485,000","2,734,000"
000001,????,1991-05-02,113.0400,113.2000,113.0300,113.1600,-0.7800,-0.6846,"146,500","1,124,000"
000001,????,1991-05-03,112.4600,113.1700,112.3000,112.4100,-0.7500,-0.6628,"423,000","2,386,000"
000001,????,1991-05-06,111.6500,112.4100,111.5700,111.6100,-0.8000,-0.7117,"276,400","1,423,000"
000001,????,1991-05-07,110.8000,110.9000,110.8000,110.8200,-0.7900,-0.7078,"187,500","907,000"
000001,????,1991-05-08,110.1600,110.8200,110.0000,110.0300,-0.7900,-0.7129,"42,300","375,000"
000001,????,1991-05-09,109.3600,110.1200,109.2900,109.2900,-0.7400,-0.6725,"225,500","1,220,000"
000001,????,1991-05-10,108.6100,109.4000,108.5300,108.5300,-0.7600,-0.6954,"24,900","313,000"
000001,????,1991-05-13,107.8800,107.8800,107.7400,107.8400,-0.6900,-0.6358,"23,500","182,000"
000001,????,1991-05-14,107.2100,107.8400,107.0600,107.1900,-0.6500,-0.6027,"26,700","185,000"
000001,????,1991-05-15,106.5600,106.6000,106.4200,106.5700,-0.6200,-0.5784,"39,000","307,000"
000001,????,1991-05-16,105.8300,105.8600,105.6900,105.7700,-0.8000,-0.7507,"310,800","1,445,000"
000001,????,1991-05-17,105.1200,106.7500,104.9600,106.7500,0.9800,0.9265,"2,019,200","7,633,000"
000001,????,1991-05-20,107.7600,107.8200,106.7100,107.8200,1.0700,1.0023,"86,300","924,000"
000001,????,1991-05-21,108.8900,108.8900,108.6200,108.8100,0.9900,0.9182,"77,100","1,309,000"
000001,????,1991-05-22,109.7100,109.8200,108.1100,108.2500,-0.5600,-0.5147,"1,867,700","7,967,000"
000001,????,1991-05-23,107.5200,109.1600,107.3500,109.0800,0.8300,0.7667,"560,900","2,770,000"
000001,????,1991-05-24,110.0700,110.0800,109.8200,110.0800,1.0000,0.9168,"102,400","661,000"
000001,????,1991-05-27,111.0500,111.0700,109.4700,110.6600,0.5800,0.5269,"861,900","3,827,000"
000001,????,1991-05-28,111.6100,111.6800,111.3600,111.6800,1.0200,0.9217,"163,000","970,000"
000001,????,1991-05-29,112.7500,112.7500,111.6700,112.7500,1.0700,0.9581,"53,000","1,320,000"
000001,????,1991-05-30,113.7400,113.8200,112.7700,113.8200,1.0700,0.9490,"38,800","753,000"
000001,????,1991-05-31,114.8300,114.8300,113.8400,114.8300,1.0100,0.8874,"121,100","1,470,000"
000001,????,1991-06-03,115.9000,115.9700,114.8900,115.9700,1.1400,0.9928,"95,400","1,643,000"
000001,????,1991-06-04,117.1200,117.1200,116.8300,117.1200,1.1500,0.9916,"360,300","2,018,000"
000001,????,1991-06-05,118.1700,118.1700,117.1400,118.1700,1.0500,0.8965,"30,800","279,000"
000001,????,1991-06-06,119.2600,119.3500,118.1700,119.3500,1.1800,0.9986,"26,600","160,000"
000001,????,1991-06-07,120.4600,120.4700,119.3500,120.4700,1.1200,0.9384,"10,000","83,000"
000001,????,1991-06-10,121.6500,121.6700,120.4700,121.6700,1.2000,0.9961,"40,000","458,000"
000001,????,1991-06-11,122.8900,122.8900,121.6700,122.8900,1.2200,1.0027,"54,300","375,000"
000001,????,1991-06-12,123.9000,124.1100,122.8900,124.1100,1.2200,0.9928,"137,200","735,000"
000001,????,1991-06-13,125.3300,125.3400,123.6500,125.3400,1.2300,0.9911,"2,086,800","11,563,000"
000001,????,1991-06-14,124.4700,126.3400,124.4700,124.5300,-0.8100,-0.6462,"663,300","3,541,000"
000001,????,1991-06-17,125.6300,125.7700,123.5400,125.7700,1.2400,0.9957,"693,300","4,056,000"
000001,????,1991-06-18,127.0300,127.0300,126.6700,127.0300,1.2600,1.0018,"203,000","1,015,000"
000001,????,1991-06-19,128.1200,128.2900,127.0300,128.2900,1.2600,0.9919,"148,100","744,000"
000001,????,1991-06-20,129.5500,129.5700,129.2100,129.5700,1.2800,0.9977,"229,900","1,321,000"
000001,????,1991-06-21,130.7200,130.8600,128.8100,130.8600,1.2900,0.9956,"1,361,300","7,746,000"
000001,????,1991-06-24,132.1000,132.1700,131.8000,132.1700,1.3100,1.0011,"196,000","1,657,000"
000001,????,1991-06-25,133.4800,133.4900,132.1700,133.4900,1.3200,0.9987,"162,400","1,296,000"
000001,????,1991-06-26,134.8300,134.8300,133.4900,134.8300,1.3400,1.0038,"340,900","2,149,000"
000001,????,1991-06-27,136.0400,136.1900,134.8300,136.1900,1.3600,1.0087,"449,700","2,521,000"
000001,????,1991-06-28,137.4100,137.5600,136.1900,137.5600,1.3700,1.0059,"493,500","3,032,000"
000001,????,1991-07-01,136.6400,138.6200,136.5600,136.8500,-0.7100,-0.5161,"2,294,000","12,469,000"
000001,????,1991-07-02,135.9100,135.9600,135.6900,135.9600,-0.8900,-0.6503,"283,800","3,794,000"
000001,????,1991-07-03,135.2800,135.9600,134.9800,135.2700,-0.6900,-0.5075,"271,500","1,818,000"
000001,????,1991-07-04,136.6300,136.6300,134.1900,136.6300,1.3600,1.0054,"1,339,400","8,095,000"
000001,????,1991-07-05,136.0100,137.6800,135.9000,135.9600,-0.6700,-0.4904,"1,454,000","9,394,000"
000001,????,1991-07-08,135.2600,135.2800,134.9300,135.2800,-0.6800,-0.5001,"587,400","2,925,000"
000001,????,1991-07-09,136.5600,136.5700,134.3100,134.6400,-0.6400,-0.4731,"844,200","4,174,000"
000001,????,1991-07-10,134.4000,135.6000,133.7200,133.9900,-0.6500,-0.4828,"602,300","2,894,000"
000001,????,1991-07-11,133.2200,133.9900,133.1300,133.3800,-0.6100,-0.4553,"507,300","2,417,000"
000001,????,1991-07-12,132.8000,133.3800,132.4200,132.8000,-0.5800,-0.4348,"314,400","1,484,000"
000001,????,1991-07-15,133.9000,134.1000,131.8700,133.1400,0.3400,0.2560,"1,193,800","5,534,000"
000001,????,1991-07-16,134.3900,134.4700,133.1400,134.4700,1.3300,0.9989,"279,600","1,328,000"
000001,????,1991-07-17,135.8100,135.8100,135.3900,135.8100,1.3400,0.9965,"66,000","397,000"
000001,????,1991-07-18,137.1700,137.1700,135.8100,137.1700,1.3600,1.0014,"84,700","464,000"
000001,????,1991-07-19,137.6600,138.5400,136.6600,136.7000,-0.4700,-0.3426,"1,082,300","5,242,000"
000001,????,1991-07-22,138.0700,138.0700,136.7000,138.0700,1.3700,1.0022,"276,400","1,423,000"
000001,????,1991-07-23,139.3500,139.3900,138.0700,139.3900,1.3200,0.9560,"724,100","3,548,000"
000001,????,1991-07-24,140.6600,140.7400,138.6900,140.6800,1.2900,0.9255,"598,800","2,901,000"
000001,????,1991-07-25,140.2000,141.0100,139.9900,140.1900,-0.4900,-0.3483,"839,000","4,080,000"
000001,????,1991-07-26,140.1100,141.4600,139.2700,140.6600,0.4700,0.3353,"927,900","4,520,000"
000001,????,1991-07-29,141.2200,141.7200,140.8100,141.5200,0.8600,0.6114,"477,100","2,350,000"
000001,????,1991-07-30,142.3900,142.4500,141.3900,142.3900,0.8700,0.6148,"560,100","2,718,000"
000001,????,1991-07-31,143.7200,143.8000,142.3900,143.8000,1.4100,0.9902,"405,100","1,993,000"
000001,????,1991-08-01,145.1200,145.2400,143.8000,145.2400,1.4400,1.0014,"473,100","2,310,000"
000001,????,1991-08-02,146.4900,146.6800,145.4400,146.6800,1.4400,0.9915,"1,174,400","5,825,000"
000001,????,1991-08-05,148.0600,148.1500,146.6800,148.1500,1.4700,1.0022,"512,600","2,593,000"
000001,????,1991-08-06,149.6200,149.6200,148.1500,149.6200,1.4700,0.9922,"200,100","1,065,000"
000001,????,1991-08-07,150.9300,151.1200,149.6200,151.1200,1.5000,1.0025,"110,700","580,000"
000001,????,1991-08-08,152.5700,152.6100,151.1200,152.6100,1.4900,0.9860,"195,100","1,045,000"
000001,????,1991-08-09,153.9000,154.1000,152.6100,154.1000,1.4900,0.9763,"371,500","1,990,000"
000001,????,1991-08-12,155.3400,155.5400,154.1000,155.5400,1.4400,0.9345,"391,900","2,154,000"
000001,????,1991-08-13,156.8700,157.0700,155.5400,157.0700,1.5300,0.9837,"2,003,900","10,529,000"
000001,????,1991-08-14,158.3000,158.6300,158.1100,158.6300,1.5600,0.9932,"548,000","2,929,000"
000001,????,1991-08-15,159.9200,160.2100,158.6300,160.2100,1.5800,0.9960,"153,700","850,000"
000001,????,1991-08-16,161.5600,161.6000,160.2100,161.6000,1.3900,0.8676,"98,400","581,000"
000001,????,1991-08-19,163.2100,163.2100,161.6000,163.2100,1.6100,0.9963,"98,500","614,000"
000001,????,1991-08-20,164.7400,164.8400,163.2100,164.8400,1.6300,0.9987,"57,300","388,000"
000001,????,1991-08-21,166.4900,166.4900,164.8400,166.4900,1.6500,1.0010,"341,100","2,106,000"
000001,????,1991-08-22,167.8100,168.1600,166.4900,168.1600,1.6700,1.0031,"129,600","845,000"
000001,????,1991-08-23,169.8100,169.8100,168.1600,169.8100,1.6500,0.9812,"60,500","502,000"
000001,????,1991-08-26,171.5100,171.5100,169.8100,171.5100,1.7000,1.0011,"64,300","518,000"
000001,????,1991-08-27,173.0600,173.1900,171.5100,173.1900,1.6800,0.9795,"79,600","520,000"
000001,????,1991-08-28,174.8200,174.9200,173.1900,174.9200,1.7300,0.9989,"80,400","511,000"
000001,????,1991-08-29,176.5300,176.6600,174.9200,176.6600,1.7400,0.9947,"260,800","1,629,000"
000001,????,1991-08-30,178.2000,178.4300,176.6600,178.4300,1.7700,1.0019,"675,900","4,219,000"
000001,????,1991-09-02,180.0800,180.2200,178.4300,180.2200,1.7900,1.0032,"140,800","886,000"
000001,????,1991-09-03,181.7100,181.9700,180.2200,181.9700,1.7500,0.9710,"147,500","940,000"
000001,????,1991-09-04,183.6600,183.6900,181.9700,183.6900,1.7200,0.9452,"65,000","470,000"
000001,????,1991-09-05,185.4800,185.5100,183.6900,185.5100,1.8200,0.9908,"151,400","1,095,000"
000001,????,1991-09-06,187.0900,187.3600,185.5100,187.3600,1.8500,0.9973,"276,500","1,761,000"
000001,????,1991-09-09,189.1000,189.2400,187.3600,189.2400,1.8800,1.0034,"355,200","2,349,000"
000001,????,1991-09-10,190.9800,190.9800,188.1900,188.3300,-0.9100,-0.4809,"3,343,400","21,507,000"
000001,????,1991-09-11,187.2900,187.2900,186.8600,187.2200,-1.1100,-0.5894,"2,139,200","14,677,000"
000001,????,1991-09-12,186.2200,187.4000,186.0700,186.2200,-1.0000,-0.5341,"1,969,900","16,265,000"
000001,????,1991-09-13,188.0000,188.0400,185.0100,187.7900,1.5700,0.8431,"3,743,400","24,035,000"
000001,????,1991-09-16,189.5500,189.6600,187.7900,189.6600,1.8700,0.9958,"993,300","6,343,000"
000001,????,1991-09-17,191.1600,191.1800,188.2800,188.6500,-1.0100,-0.5325,"2,882,900","18,623,000"
000001,????,1991-09-18,187.2600,188.5900,187.1800,187.6300,-1.0200,-0.5407,"1,582,200","11,015,000"
000001,????,1991-09-19,187.6500,189.2100,186.4900,186.8800,-0.7500,-0.3997,"2,343,900","14,607,000"
000001,????,1991-09-20,185.7700,187.2100,185.6600,185.9200,-0.9600,-0.5137,"1,207,500","7,417,000"
000001,????,1991-09-23,185.0000,185.9200,184.7100,185.0000,-0.9200,-0.4948,"403,400","2,806,000"
000001,????,1991-09-24,183.9600,185.0400,183.6900,184.0800,-0.9200,-0.4973,"142,600","1,002,000"
000001,????,1991-09-25,182.8000,184.0800,182.8000,183.1900,-0.8900,-0.4835,"138,900","934,000"
000001,????,1991-09-26,182.2100,183.1900,181.9300,182.3300,-0.8600,-0.4695,"654,100","4,620,000"
000001,????,1991-09-27,183.1200,183.8900,181.1900,181.8200,-0.5100,-0.2797,"3,372,800","20,416,000"
000001,????,1991-09-30,180.2800,181.9500,180.2700,180.9200,-0.9000,-0.4950,"2,559,400","22,336,000"
000001,????,1991-10-03,181.5500,182.4800,179.8000,182.4800,1.5600,0.8623,"1,874,100","12,329,000"
000001,????,1991-10-04,184.2900,184.2900,183.5900,184.2900,1.8100,0.9919,"736,000","5,039,000"
000001,????,1991-10-07,185.9500,186.0000,185.4100,186.0000,1.7100,0.9279,"1,136,900","7,291,000"
000001,????,1991-10-08,187.5900,187.6100,186.0000,187.4900,1.4900,0.8011,"2,374,500","15,241,000"
000001,????,1991-10-09,188.4900,189.1200,186.3100,189.1200,1.6300,0.8694,"2,098,900","13,440,000"
000001,????,1991-10-10,190.7100,191.0100,189.1200,191.0100,1.8900,0.9994,"663,800","4,333,000"
000001,????,1991-10-11,192.8400,192.8800,191.0100,192.8500,1.8400,0.9633,"1,098,100","7,251,000"
000001,????,1991-10-14,194.0600,194.6900,192.3200,194.6700,1.8200,0.9437,"2,149,300","13,948,000"
000001,????,1991-10-15,196.5800,196.6100,194.6700,196.6100,1.9400,0.9966,"1,100,200","7,265,000"
000001,????,1991-10-16,198.5100,198.5700,196.6100,198.5700,1.9600,0.9969,"956,200","6,273,000"
000001,????,1991-10-17,200.5000,200.5100,198.5700,200.5100,1.9400,0.9770,"607,700","4,136,000"
000001,????,1991-10-18,202.5000,202.5100,200.5100,202.5100,2.0000,0.9975,"296,800","2,384,000"
000001,????,1991-10-21,204.5300,204.5300,202.5100,204.5300,2.0200,0.9975,"353,700","2,514,000"
000001,????,1991-10-22,206.0600,206.5300,204.5300,206.5300,2.0000,0.9779,"212,800","1,521,000"
000001,????,1991-10-23,208.0600,208.2500,206.5300,208.2500,1.7200,0.8328,"262,300","1,980,000"
000001,????,1991-10-24,210.2000,210.2000,208.2500,210.0700,1.8200,0.8739,"1,935,700","13,174,000"
000001,????,1991-10-25,210.3400,211.9700,209.7100,211.8600,1.7900,0.8521,"3,265,000","22,263,000"
000001,????,1991-10-28,213.5000,213.9800,211.8600,213.9800,2.1200,1.0007,"321,700","2,357,000"
000001,????,1991-10-29,215.6300,215.7800,213.9800,215.7800,1.8000,0.8412,"269,700","2,069,000"
000001,????,1991-10-30,216.3700,216.4300,215.7800,216.4300,0.6500,0.3012,"238,000","1,814,000"
000001,????,1991-10-31,218.5900,218.6000,216.4300,218.6000,2.1700,1.0026,"392,900","2,914,000"
000001,????,1991-11-01,220.7100,220.7200,218.6000,220.7200,2.1200,0.9698,"590,600","4,313,000"
000001,????,1991-11-04,222.7700,222.7700,220.7900,222.7700,2.0500,0.9288,"447,400","3,352,000"
000001,????,1991-11-05,224.4400,224.6500,222.7700,224.6500,1.8800,0.8439,"280,500","2,225,000"
000001,????,1991-11-06,226.8300,226.8800,224.6500,226.8800,2.2300,0.9927,"284,800","2,188,000"
000001,????,1991-11-07,228.9300,228.9300,226.8800,228.9300,2.0500,0.9036,"483,300","4,085,000"
000001,????,1991-11-08,230.9900,231.2200,228.9300,231.2200,2.2900,1.0003,"1,440,600","11,039,000"
000001,????,1991-11-11,233.4800,233.5500,231.2200,233.5500,2.3300,1.0077,"247,400","2,130,000"
000001,????,1991-11-12,235.7500,235.8000,233.5500,235.8000,2.2500,0.9634,"89,500","914,000"
000001,????,1991-11-13,236.5100,236.6700,235.8000,236.6700,0.8700,0.3690,"79,900","879,000"
000001,????,1991-11-14,237.3900,237.4500,236.6700,237.4500,0.7800,0.3296,"86,200","940,000"
000001,????,1991-11-15,238.2500,238.2500,237.4500,238.2500,0.8000,0.3369,"205,800","1,914,000"
000001,????,1991-11-18,240.0400,240.6200,238.2500,240.6200,2.3700,0.9948,"188,500","1,534,000"
000001,????,1991-11-19,242.2400,242.2400,240.6200,242.2400,1.6200,0.6733,"231,000","2,040,000"
000001,????,1991-11-20,244.5000,244.5000,242.2400,244.5000,2.2600,0.9330,"232,500","1,929,000"
000001,????,1991-11-21,246.2600,246.3100,244.5000,246.3100,1.8100,0.7403,"215,500","2,030,000"
000001,????,1991-11-22,248.2400,248.5300,246.3100,248.5300,2.2200,0.9013,"213,300","1,954,000"
000001,????,1991-11-25,250.8400,250.8500,248.5300,250.8500,2.3200,0.9335,"233,100","1,963,000"
000001,????,1991-11-26,252.9000,252.9700,250.8500,252.9700,2.1200,0.8451,"245,400","2,326,000"
000001,????,1991-11-27,255.2700,255.4500,252.9700,255.4500,2.4800,0.9804,"212,000","1,756,000"
000001,????,1991-11-28,257.2800,257.3500,255.4500,257.3500,1.9000,0.7438,"250,200","2,251,000"
000001,????,1991-11-29,259.6800,259.8500,257.3500,259.6000,2.2500,0.8743,"3,369,500","28,453,000"
000001,????,1991-12-02,261.7800,262.1900,259.6700,262.1900,2.5900,0.9977,"1,912,800","16,310,000"
000001,????,1991-12-03,264.6400,264.8100,262.1900,264.8100,2.6200,0.9993,"110,100","1,207,000"
000001,????,1991-12-04,265.5300,265.7700,264.8100,265.7700,0.9600,0.3625,"74,200","903,000"
000001,????,1991-12-05,266.4800,266.6600,265.7700,266.6600,0.8900,0.3349,"205,000","2,100,000"
000001,????,1991-12-06,269.3400,269.3500,266.6600,269.3500,2.6900,1.0088,"161,300","1,798,000"
000001,????,1991-12-09,270.2700,270.2700,269.3500,270.2700,0.9200,0.3416,"163,100","1,648,000"
000001,????,1991-12-10,270.2700,272.9100,270.2700,272.9100,2.6400,0.9768,"51,600","665,000"
000001,????,1991-12-11,273.5300,273.7100,272.9100,273.7100,0.8000,0.2931,"66,900","859,000"
000001,????,1991-12-12,274.4100,274.4100,273.7100,274.4100,0.7000,0.2557,"157,700","1,644,000"
000001,????,1991-12-13,276.8100,277.0000,274.4100,277.0000,2.5900,0.9438,"74,600","962,000"
000001,????,1991-12-16,277.5300,277.8500,277.0000,277.8500,0.8500,0.3069,"58,000","817,000"
000001,????,1991-12-17,278.6700,278.6800,277.8500,278.6800,0.8300,0.2987,"49,300","754,000"
000001,????,1991-12-18,279.3200,279.5100,278.6800,279.5100,0.8300,0.2978,"76,000","893,000"
